id,label,site_index,url,domain,is_shortener,had_query_params,query_redacted
benign_site_484,benign,484,https://www.aura.com/learn/online-banking-security,www.aura.com,False,False,False
benign_site_485,benign,485,https://www.howtoanalyzedata.net/,www.howtoanalyzedata.net,False,False,False
benign_site_486,benign,486,https://www.scribd.com/document/632721386/EU-OLO-AMZL,www.scribd.com,False,False,False
benign_site_488,benign,488,https://www.itsolution4india.com/,www.itsolution4india.com,False,False,False
benign_site_489,benign,489,https://gameglass.gg/refer,gameglass.gg,False,True,True
benign_site_490,benign,490,https://www.deviantart.com/dascfgsgv12541/gallery,www.deviantart.com,False,False,False
benign_site_491,benign,491,https://luxurylumen.com/,luxurylumen.com,False,False,False
benign_site_493,benign,493,https://www.mofa.go.jp/press/release/pressite_000001_01201.html,www.mofa.go.jp,False,False,False
benign_site_494,benign,494,https://www.amazon.fr/dp/B0CQMWQDH4,www.amazon.fr,False,True,True
benign_site_496,benign,496,https://triedandtruemomjobs.com/userinterviews,triedandtruemomjobs.com,False,False,False
benign_site_499,benign,499,https://www.taqwaenterprise.us/,www.taqwaenterprise.us,False,False,False
benign_site_5,benign,5,https://www.celebratelit.com/angel-from-the-east-celebration-tour/,www.celebratelit.com,False,False,False
benign_site_50,benign,50,https://grail-talent.com/,grail-talent.com,False,False,False
benign_site_500,benign,500,https://health-beautytips1.blogspot.com/2019/02/green-coffee-bean-max.html,health-beautytips1.blogspot.com,False,False,False
benign_site_502,benign,502,https://zink-talent.com/,zink-talent.com,False,False,False
benign_site_503,benign,503,https://www.saasant.com/blog/how-to-buy-amazon-gift-card-with-paypal/,www.saasant.com,False,False,False
benign_site_504,benign,504,https://www.fermalife.com/giving,www.fermalife.com,False,False,False
benign_site_505,benign,505,https://www.cirkledin.com/,www.cirkledin.com,False,False,False
benign_site_507,benign,507,https://jodyjoy.com/elegance-and-evil-by-dk-coutant/,jodyjoy.com,False,True,True
benign_site_508,benign,508,https://secure.bankofamerica.com/,secure.bankofamerica.com,False,False,False
benign_site_509,benign,509,https://outlook.live.com/owa/,outlook.live.com,False,False,False
benign_site_51,benign,51,https://kingsumo.com/g/m88xd2m/rkin-june-2025-rkin-ah-14-pro-hepa-air-purifier-giveaway/827v4ov,kingsumo.com,False,False,False
benign_site_511,benign,511,https://thejayelle.com/,thejayelle.com,False,False,False
benign_site_513,benign,513,https://ncmec.org/AMBER,ncmec.org,False,False,False
benign_site_514,benign,514,https://kw.com/,kw.com,False,False,False
benign_site_516,benign,516,https://sites.google.com/view/magicoa87/home,sites.google.com,False,False,False
benign_site_52,benign,52,https://www.glossaryartists.com/,www.glossaryartists.com,False,False,False
benign_site_520,benign,520,https://www.thecommons.earth/plastic-free-july-giveaway,www.thecommons.earth,False,False,False
benign_site_53,benign,53,https://www.celebratelit.com/being-content-gods-way-workbook-celebration-tour/,www.celebratelit.com,False,False,False
benign_site_54,benign,54,https://linktr.ee/rob64c,linktr.ee,False,False,False
benign_site_55,benign,55,https://dealstg.blogspot.com/,dealstg.blogspot.com,False,False,False
benign_site_57,benign,57,https://christianbook.com/,christianbook.com,False,False,False
benign_site_58,benign,58,https://shabbaton.cteen.com/,shabbaton.cteen.com,False,False,False
benign_site_6,benign,6,https://t.co/75m,t.co,True,False,False
benign_site_61,benign,61,https://marketingconmelissa.com/,marketingconmelissa.com,False,False,False
benign_site_65,benign,65,https://phone-lover.blogspot.com/2024/06/liphone-15-pro-max-est-le-smartphone-le.html,phone-lover.blogspot.com,False,False,False
benign_site_66,benign,66,https://www.jobsinnetwork.com/?query=senior+strategic+adoption+manager+amazon+business,www.jobsinnetwork.com,False,True,True
benign_site_7,benign,7,https://best-t-shirts-lovers.com/limitededition02?rt=storefront&rn=best-t-shirts-lovers&s=hanes-S04V&c=White&p=FRONT,best-t-shirts-lovers.com,False,True,False
benign_site_70,benign,70,https://www.celebratelit.com/the-bible-companion-book-1-genesis-exodus-celebration-tour/,www.celebratelit.com,False,False,False
benign_site_72,benign,72,https://www.pinterest.com/pin/906701337474207242/,www.pinterest.com,False,False,False
benign_site_74,benign,74,https://startersandtreats.com/cheeseburger-bites-recipe-the-perfect-party-appetizer/,startersandtreats.com,False,False,False
benign_site_75,benign,75,https://joyshopbd.blogspot.com/2025/06/why-gmktec-k6-mini-pc-is-2025s-best.html,joyshopbd.blogspot.com,False,False,False
benign_site_76,benign,76,https://jobs.greystar.com/,jobs.greystar.com,False,False,False
benign_site_79,benign,79,https://mysavingdeals.com/,mysavingdeals.com,False,False,False
benign_site_81,benign,81,https://yourdailydevin.com/,yourdailydevin.com,False,False,False
benign_site_83,benign,83,https://fulfillmentsms.com/fulfillment-by-amazon-most-common-pitfalls-and-problems-reported-by-fba-sellers/,fulfillmentsms.com,False,False,False
benign_site_85,benign,85,https://www.hermanaagency.com/,www.hermanaagency.com,False,False,False
benign_site_86,benign,86,https://drive.google.com/file/d/1-t5B0sJyEFqHIDAiMr9fpqte1ksUiDZ1/view?usp=sharing,drive.google.com,False,True,False
benign_site_87,benign,87,https://x.com/YALiberty/status/1855797550965477779/video/1,x.com,False,False,False
benign_site_88,benign,88,https://www.levels.fyi/,www.levels.fyi,False,False,False
benign_site_89,benign,89,https://www.theonly.agency/,www.theonly.agency,False,False,False
benign_site_9,benign,9,https://yireservation.com/,yireservation.com,False,False,False
benign_site_90,benign,90,https://dealstg.blogspot.com/2023/10/blog-post_23.html,dealstg.blogspot.com,False,False,False
benign_site_92,benign,92,https://afmtrk.net/click?p=11691&o=4762,afmtrk.net,False,True,False
benign_site_94,benign,94,https://angelsbooknook.com/2025/06/01/2025-berry-good-giveaway-hop-june-1st-15th/comment-page-1/,angelsbooknook.com,False,False,False
benign_site_97,benign,97,https://dmv.colorado.gov/fraud-alertsscams,dmv.colorado.gov,False,False,False
benign_site_98,benign,98,https://www.annamullercoaching.com/,www.annamullercoaching.com,False,False,False
malicious_site_1,malicious,1,https://shorturl.at/qw8wA,shorturl.at,True,False,False
malicious_site_10,malicious,10,https://sites.google.com/view/delicious-pp/home,sites.google.com,False,False,False
malicious_site_100,malicious,100,https://sites.google.com/view/amazon5382/home,sites.google.com,False,False,False
malicious_site_101,malicious,101,https://shorturl.at/e4nN5,shorturl.at,True,False,False
malicious_site_102,malicious,102,https://sites.google.com/view/tiktokcpl/home,sites.google.com,False,False,False
malicious_site_103,malicious,103,https://sites.google.com/view/win-a-little-joygift-card-gi/home,sites.google.com,False,False,False
malicious_site_104,malicious,104,https://sites.google.com/view/buffalo-wings-/home,sites.google.com,False,False,False
malicious_site_107,malicious,107,https://sites.google.com/view/flash-giveaway-/home,sites.google.com,False,False,False
malicious_site_108,malicious,108,https://sites.google.com/view/amazonft-1000/home,sites.google.com,False,False,False
malicious_site_109,malicious,109,https://glitchy.go2cloud.org/aff_c?offer_id=144,glitchy.go2cloud.org,False,True,True
malicious_site_11,malicious,11,https://gunboundggh.com/member,gunboundggh.com,False,False,False
malicious_site_111,malicious,111,https://mrbestgiftscardss.com/,mrbestgiftscardss.com,False,False,False
malicious_site_112,malicious,112,https://sites.google.com/view/amazon-gifts-card250/home,sites.google.com,False,False,False
malicious_site_113,malicious,113,https://sites.google.com/view/cpaofferiphonandroi/home,sites.google.com,False,False,False
malicious_site_114,malicious,114,https://teampirateshop.com/freegiftcard/,teampirateshop.com,False,False,False
malicious_site_115,malicious,115,https://sites.google.com/view/chicken-roast-/home,sites.google.com,False,False,False
malicious_site_116,malicious,116,https://sites.google.com/view/costoco009/home,sites.google.com,False,False,False
malicious_site_117,malicious,117,https://sites.google.com/view/coulruyt/home,sites.google.com,False,False,False
malicious_site_118,malicious,118,https://shorturl.at/cjlxW,shorturl.at,True,False,False
malicious_site_119,malicious,119,https://shorturl.at/fqUY3,shorturl.at,True,False,False
malicious_site_12,malicious,12,https://sites.google.com/view/action-giftcard/home,sites.google.com,False,False,False
malicious_site_120,malicious,120,https://sites.google.com/view/amazon-gifta-card-/home,sites.google.com,False,False,False
malicious_site_121,malicious,121,https://sites.google.com/view/aldigiftcard2025/home,sites.google.com,False,False,False
malicious_site_122,malicious,122,https://sites.google.com/view/gva2/home,sites.google.com,False,False,False
malicious_site_123,malicious,123,https://sites.google.com/view/kwa-samsung-a53/home,sites.google.com,False,False,False
malicious_site_124,malicious,124,https://sites.google.com/view/vgca4/home,sites.google.com,False,False,False
malicious_site_125,malicious,125,https://bestofluck640.blogspot.com/2021/10/cashapp-750-for-usa.html,bestofluck640.blogspot.com,False,False,False
malicious_site_126,malicious,126,https://sites.google.com/view/sohed12/home,sites.google.com,False,False,False
malicious_site_127,malicious,127,https://sites.google.com/view/cavgr/home,sites.google.com,False,False,False
malicious_site_128,malicious,128,https://productsinformation64.blogspot.com/2025/03/win-carribean-getaway-for-two.html,productsinformation64.blogspot.com,False,False,False
malicious_site_129,malicious,129,https://verifyasap.com/,verifyasap.com,False,False,False
malicious_site_13,malicious,13,https://sites.google.com/view/p-ebtrelief/home,sites.google.com,False,False,False
malicious_site_130,malicious,130,https://surl.li/kaojho,surl.li,True,False,False
malicious_site_131,malicious,131,https://sites.google.com/view/iphone-15-pro9/home,sites.google.com,False,False,False
malicious_site_132,malicious,132,https://sites.google.com/view/moneyshi22-11/home,sites.google.com,False,False,False
malicious_site_133,malicious,133,https://sites.google.com/view/cashappp02/home,sites.google.com,False,False,False
malicious_site_134,malicious,134,https://sites.google.com/view/grill-thrill-chicken-kababs/home,sites.google.com,False,False,False
malicious_site_135,malicious,135,https://www.github.careers/careers-home,www.github.careers,False,False,False
malicious_site_137,malicious,137,https://sites.google.com/view/delivery-driver-cpl-us/home,sites.google.com,False,False,False
malicious_site_138,malicious,138,https://sites.google.com/view/simpla-360--pe/home,sites.google.com,False,False,False
malicious_site_139,malicious,139,https://freeamazonprogram.com/,freeamazonprogram.com,False,False,False
malicious_site_14,malicious,14,https://sites.google.com/view/slsalfunclub-/home,sites.google.com,False,False,False
malicious_site_141,malicious,141,https://sites.google.com/view/amazon-gcd/home,sites.google.com,False,False,False
malicious_site_143,malicious,143,https://sites.google.com/view/flash-giveaway-g/home,sites.google.com,False,False,False
malicious_site_144,malicious,144,https://sites.google.com/view/sohed11/home,sites.google.com,False,False,False
malicious_site_145,malicious,145,https://giftcardoffer2023.brizy.site/,giftcardoffer2023.brizy.site,False,False,False
malicious_site_146,malicious,146,https://afmtrk.net/c/?p=11691&o=9149,afmtrk.net,False,True,False
malicious_site_148,malicious,148,https://sites.google.com/view/veniselle-es-jh/home,sites.google.com,False,False,False
malicious_site_149,malicious,149,https://sites.google.com/view/vivo-vision/home,sites.google.com,False,False,False
malicious_site_15,malicious,15,https://sites.google.com/view/gcv12/home,sites.google.com,False,False,False
malicious_site_150,malicious,150,https://snapto.link/cashbenefit,snapto.link,False,False,False
malicious_site_151,malicious,151,https://sites.google.com/view/remotejobscplus-001/home,sites.google.com,False,False,False
malicious_site_152,malicious,152,https://sites.google.com/view/ssrree/home,sites.google.com,False,False,False
malicious_site_153,malicious,153,https://sites.google.com/view/agv2g/home,sites.google.com,False,False,False
malicious_site_154,malicious,154,https://sites.google.com/view/nature6668/home,sites.google.com,False,False,False
malicious_site_155,malicious,155,https://smrturl.co/o/26703/53213898?s1=,smrturl.co,True,True,False
malicious_site_156,malicious,156,https://sites.google.com/view/netfles-/home,sites.google.com,False,False,False
malicious_site_157,malicious,157,https://sites.google.com/view/lade-das-rewards/home,sites.google.com,False,False,False
malicious_site_158,malicious,158,https://m.soundcloud.com/kathy-higdon/is-the-100-amazon-gift-card-free-offer-real-find-out-here,m.soundcloud.com,False,False,False
malicious_site_159,malicious,159,https://www.articleted.com/article/945470/349457/Generate-PayPal-Gift-Cards-Online-?%E2%9C%A8---100--Fast--amp%3B-Secure-=,www.articleted.com,False,True,True
malicious_site_16,malicious,16,https://sites.google.com/view/rewardsgiant750sheincard/home,sites.google.com,False,False,False
malicious_site_160,malicious,160,https://www.mrjeffamz.com/,www.mrjeffamz.com,False,False,False
malicious_site_161,malicious,161,https://sites.google.com/view/500petrocards/home,sites.google.com,False,False,False
malicious_site_162,malicious,162,https://sites.google.com/view/gift-card-giveaway-jh/home,sites.google.com,False,False,False
malicious_site_163,malicious,163,https://shorturl.at/juwMR,shorturl.at,True,False,False
malicious_site_164,malicious,164,https://rewardcratezone.blogspot.com/2025/06/amazon-gift-card-generator-new-method.html?m=1,rewardcratezone.blogspot.com,False,True,False
malicious_site_165,malicious,165,https://sites.google.com/view/iphone-16-iphone-15-500-amazon/home,sites.google.com,False,False,False
malicious_site_166,malicious,166,https://sites.google.com/view/f5v/home,sites.google.com,False,False,False
malicious_site_167,malicious,167,https://imgur.com/gallery/how-to-claim-free-amazon-gift-cards-codes-100-legit-easy-methods-XhNUmfv,imgur.com,False,False,False
malicious_site_168,malicious,168,https://sites.google.com/view/gam-ng-gcd/home,sites.google.com,False,False,False
malicious_site_169,malicious,169,https://soundcloud.com/wanda-graybill/is-the-100-amazon-gift-card-free-offer-real-find-out-here,soundcloud.com,False,False,False
malicious_site_17,malicious,17,https://sites.google.com/view/sofioffer/home,sites.google.com,False,False,False
malicious_site_170,malicious,170,https://ridewithus.com/wp-content/uploads/lp/giveaway.html,ridewithus.com,False,False,False
malicious_site_171,malicious,171,https://shorturl.at/FRTW3,shorturl.at,True,False,False
malicious_site_172,malicious,172,http://ww25.visitkorea.us/,ww25.visitkorea.us,False,True,True
malicious_site_173,malicious,173,https://sites.google.com/view/orpoce/home,sites.google.com,False,False,False
malicious_site_174,malicious,174,https://micronic.com/promotions/share-your-opinion-and-win-an-amazon-gift-card/,micronic.com,False,False,False
malicious_site_176,malicious,176,https://sites.google.com/view/sofi-6-00/home,sites.google.com,False,False,False
malicious_site_177,malicious,177,https://proofferzonse.com/cash_app_gift_card/,proofferzonse.com,False,False,False
malicious_site_18,malicious,18,https://sites.google.com/view/wina-gift-card/home,sites.google.com,False,False,False
malicious_site_180,malicious,180,https://sites.google.com/view/amazongiftcardi250/home,sites.google.com,False,False,False
malicious_site_182,malicious,182,https://georgepetropoulos.net/seo/google-account-suspended/,georgepetropoulos.net,False,False,False
malicious_site_184,malicious,184,https://www.rayyappstore.com/product/amazon-gift-card-us/,www.rayyappstore.com,False,False,False
malicious_site_185,malicious,185,https://giftycode.com/product-category/stores/page/7/?add-to-cart=84138,giftycode.com,False,True,False
malicious_site_186,malicious,186,https://sites.google.com/view/7-eleven-022/home,sites.google.com,False,False,False
malicious_site_187,malicious,187,https://bento.me/cash-app-money-free,bento.me,False,False,False
malicious_site_188,malicious,188,https://proofferzonse.com/amazon_gift_card/,proofferzonse.com,False,False,False
malicious_site_189,malicious,189,https://shorturl.at/eglU5,shorturl.at,True,False,False
malicious_site_19,malicious,19,https://www.rt6.lol/,www.rt6.lol,False,False,False
malicious_site_190,malicious,190,https://sites.google.com/view/samsung-galaxys10/home,sites.google.com,False,False,False
malicious_site_191,malicious,191,https://shorturl.at/uFPy2,shorturl.at,True,False,False
malicious_site_192,malicious,192,https://shorturl.at/kqBOU,shorturl.at,True,False,False
malicious_site_193,malicious,193,https://surl.li/xmpsab,surl.li,True,False,False
malicious_site_194,malicious,194,https://sites.google.com/view/smart-watch-hj/home,sites.google.com,False,False,False
malicious_site_195,malicious,195,https://sites.google.com/view/wit-surveoo/home,sites.google.com,False,False,False
malicious_site_196,malicious,196,https://proofferzonse.com/free_psn_gift_card/,proofferzonse.com,False,False,False
malicious_site_197,malicious,197,https://www.xn--rosluv-dva.com/,www.xn--rosluv-dva.com,False,False,False
malicious_site_198,malicious,198,https://sites.google.com/view/cashapps40/home,sites.google.com,False,False,False
malicious_site_199,malicious,199,https://usa-cashapp.blogspot.com/,usa-cashapp.blogspot.com,False,False,False
malicious_site_2,malicious,2,https://shorturl.at/orvGJ,shorturl.at,True,False,False
malicious_site_20,malicious,20,https://sites.google.com/view/amazon-giftcardj/home,sites.google.com,False,False,False
malicious_site_200,malicious,200,https://maddersoftime.com/giveaway/,maddersoftime.com,False,True,True
malicious_site_201,malicious,201,https://sites.google.com/view/gift-10c/home,sites.google.com,False,False,False
malicious_site_202,malicious,202,https://sites.google.com/view/facebook023/home,sites.google.com,False,False,False
malicious_site_203,malicious,203,https://sites.google.com/view/amazon-vibes-in-a-card/home,sites.google.com,False,False,False
malicious_site_204,malicious,204,https://sites.google.com/view/testen-sie-jetzt-ihre-/home,sites.google.com,False,False,False
malicious_site_205,malicious,205,https://sites.google.com/view/surveys-jd/home,sites.google.com,False,False,False
malicious_site_206,malicious,206,https://sites.google.com/view/iphngiveaways/home,sites.google.com,False,False,False
malicious_site_207,malicious,207,https://sites.google.com/view/komll/home,sites.google.com,False,False,False
malicious_site_208,malicious,208,https://only-great-jobs-ups-us.blogspot.com/,only-great-jobs-ups-us.blogspot.com,False,False,False
malicious_site_209,malicious,209,https://sites.google.com/view/pay-pel/home,sites.google.com,False,False,False
malicious_site_21,malicious,21,https://sites.google.com/view/rewards-j/home,sites.google.com,False,False,False
malicious_site_210,malicious,210,https://giftcardsparadise.com/products/amazon-gift-card-100-instant-delivery,giftcardsparadise.com,False,False,False
malicious_site_212,malicious,212,https://sites.google.com/view/freefreegiftboxgiftbox/home,sites.google.com,False,False,False
malicious_site_213,malicious,213,https://tryredeem.io/,tryredeem.io,False,False,False
malicious_site_214,malicious,214,https://sites.google.com/view/all-gift-card-offers-now-here/home,sites.google.com,False,False,False
malicious_site_215,malicious,215,https://list.ly/list/AhwS-win-a-carribean-getaway-for-two,list.ly,False,False,False
malicious_site_216,malicious,216,https://sites.google.com/view/surveoo-hg/home,sites.google.com,False,False,False
malicious_site_217,malicious,217,https://click2daff.com/click?o=3752&p=3797&s4=lipus,click2daff.com,False,True,False
malicious_site_218,malicious,218,https://sites.google.com/view/bcsyeijlbjcgd/%E0%A6%B9%E0%A6%AE,sites.google.com,False,False,False
malicious_site_219,malicious,219,https://proofferzonse.com/mr_best/,proofferzonse.com,False,False,False
malicious_site_220,malicious,220,https://sites.google.com/view/day-chocolates/home,sites.google.com,False,False,False
malicious_site_221,malicious,221,https://offer.tcpfast.com/work-from-home-jobs-2/,offer.tcpfast.com,False,False,False
malicious_site_222,malicious,222,https://sites.google.com/view/surveytomake750toamazon/home,sites.google.com,False,True,True
malicious_site_225,malicious,225,https://sites.google.com/view/amz-1000-free/home,sites.google.com,False,False,False
malicious_site_227,malicious,227,https://redeem.invincible.ubisoft.barcelona/,redeem.invincible.ubisoft.barcelona,False,False,False
malicious_site_228,malicious,228,https://sites.google.com/view/amazon-gift-card-the-perfect/home,sites.google.com,False,False,False
malicious_site_229,malicious,229,https://sites.google.com/view/100-walmart-gift-card-usa/home,sites.google.com,False,False,False
malicious_site_23,malicious,23,https://shorturl.at/iwTIa,shorturl.at,True,False,False
malicious_site_230,malicious,230,https://sites.google.com/view/100-dunkn-donuts,sites.google.com,False,False,False
malicious_site_231,malicious,231,https://antiphishing.biz/Check_Shortest.Link/11Nxd?l=en,antiphishing.biz,False,True,False
malicious_site_232,malicious,232,https://sites.google.com/view/amazongiftcard2025-12/home,sites.google.com,False,False,False
malicious_site_233,malicious,233,https://sites.google.com/view/veniselle-esjh/home,sites.google.com,False,False,False
malicious_site_234,malicious,234,https://okp.life/,okp.life,False,False,False
malicious_site_235,malicious,235,https://giftcardsparadise.com/collections,giftcardsparadise.com,False,False,False
malicious_site_237,malicious,237,https://singingfiles.com/show.php?l=0&u=2386738&id=69755,singingfiles.com,False,True,False
malicious_site_24,malicious,24,https://offerjoy.xyz/cash,offerjoy.xyz,False,False,False
malicious_site_240,malicious,240,https://bestproductslovers.blogspot.com/2025/03/750-kroger-rewards.html,bestproductslovers.blogspot.com,False,False,False
malicious_site_241,malicious,241,https://sites.google.com/view/tarjeta-de/home,sites.google.com,False,False,False
malicious_site_243,malicious,243,https://sites.google.com/view/amazon100la/home,sites.google.com,False,False,False
malicious_site_244,malicious,244,https://sites.google.com/view/giftcards-reward/home,sites.google.com,False,False,False
malicious_site_245,malicious,245,https://sites.google.com/view/dioxide-jh/home,sites.google.com,False,False,False
malicious_site_247,malicious,247,https://sites.google.com/view/samples-you-/home,sites.google.com,False,False,False
malicious_site_248,malicious,248,https://giftcards.immfy.com/,giftcards.immfy.com,False,False,False
malicious_site_249,malicious,249,https://11giftcardamazon.weebly.com/,11giftcardamazon.weebly.com,False,False,False
malicious_site_25,malicious,25,https://sites.google.com/view/giftcard027/home,sites.google.com,False,False,False
malicious_site_250,malicious,250,https://sites.google.com/view/appleappdg/home,sites.google.com,False,False,False
malicious_site_251,malicious,251,https://sites.google.com/view/cash-apps-53524/home,sites.google.com,False,False,False
malicious_site_254,malicious,254,https://sites.google.com/view/costco-jobs-cpl-us/home,sites.google.com,False,False,False
malicious_site_256,malicious,256,https://sites.google.com/view/kijk-of-uw-/home,sites.google.com,False,False,False
malicious_site_257,malicious,257,https://shorturl.at/kJC2r,shorturl.at,True,False,False
malicious_site_259,malicious,259,https://sites.google.com/view/temu-gcd/home,sites.google.com,False,False,False
malicious_site_26,malicious,26,https://shorturl.at/yRPmD,shorturl.at,True,False,False
malicious_site_260,malicious,260,https://sites.google.com/view/amazon1000voucher/home,sites.google.com,False,False,False
malicious_site_261,malicious,261,https://proofferzonse.com/monopoly/,proofferzonse.com,False,False,False
malicious_site_262,malicious,262,https://www.amazonsupport247.com/,www.amazonsupport247.com,False,False,False
malicious_site_263,malicious,263,https://offer.tcpfast.com/cash850/,offer.tcpfast.com,False,False,False
malicious_site_264,malicious,264,https://fortnitevbucks.buyredeemcodee.com/claimcodes/vbucks/,fortnitevbucks.buyredeemcodee.com,False,False,False
malicious_site_265,malicious,265,https://steemit.com/amazon/@mullert/free-amazon-giftcard-method,steemit.com,False,False,False
malicious_site_266,malicious,266,https://sites.google.com/view/iphone-15-pro-max-j/home,sites.google.com,False,False,False
malicious_site_267,malicious,267,https://sites.google.com/view/amazon-gift-hj/home,sites.google.com,False,False,False
malicious_site_268,malicious,268,https://sites.google.com/view/amazongiftcardgiv/home,sites.google.com,False,False,False
malicious_site_269,malicious,269,https://iphone-giveway.my.canva.site/amazon,iphone-giveway.my.canva.site,False,False,False
malicious_site_27,malicious,27,https://www.mrjeffamz.com/blog/submit-an-appeal-to-amazon-2025-best-practices-for-sellers,www.mrjeffamz.com,False,False,False
malicious_site_270,malicious,270,https://sites.google.com/view/aldiapp500,sites.google.com,False,False,False
malicious_site_271,malicious,271,https://sites.google.com/view/walmart-app-/home,sites.google.com,False,False,False
malicious_site_272,malicious,272,https://download.aponacademy.com/remote-jobs-for-you/,download.aponacademy.com,False,False,False
malicious_site_273,malicious,273,https://sites.google.com/view/winmcdonalds24/home,sites.google.com,False,False,False
malicious_site_275,malicious,275,http://mr-beast-gift-cards.rf.gd/,mr-beast-gift-cards.rf.gd,False,False,False
malicious_site_276,malicious,276,https://sites.google.com/view/change025/home,sites.google.com,False,False,False
malicious_site_277,malicious,277,https://www.behance.net/search/projects/amazon gift card free code,www.behance.net,False,False,False
malicious_site_278,malicious,278,https://sites.google.com/view/data-protected-jt/home,sites.google.com,False,False,False
malicious_site_279,malicious,279,https://sites.google.com/view/amazongiftcard20025/home,sites.google.com,False,False,False
malicious_site_28,malicious,28,https://candidcover.net/amazon-giveaway-moms-rock/,candidcover.net,False,False,False
malicious_site_280,malicious,280,https://sites.google.com/view/trail,sites.google.com,False,False,False
malicious_site_281,malicious,281,https://sites.google.com/view/amazon-job-online-sign-up/home,sites.google.com,False,False,False
malicious_site_282,malicious,282,https://sites.google.com/view/amazongiftcardoffer65/home,sites.google.com,False,False,False
malicious_site_283,malicious,283,https://sites.google.com/view/homexpresshub/home,sites.google.com,False,False,False
malicious_site_284,malicious,284,https://sites.google.com/view/the-perfect-gift-every-time/home,sites.google.com,False,False,False
malicious_site_285,malicious,285,https://sites.google.com/view/wetre01/home,sites.google.com,False,False,False
malicious_site_286,malicious,286,https://sites.google.com/view/netflixjobscplus/home,sites.google.com,False,False,False
malicious_site_288,malicious,288,https://sites.google.com/view/temu-appjd/home,sites.google.com,False,False,False
malicious_site_289,malicious,289,https://sites.google.com/view/cash-appft-780/home,sites.google.com,False,False,False
malicious_site_290,malicious,290,https://sites.google.com/view/amazon123s/home,sites.google.com,False,False,False
malicious_site_291,malicious,291,https://shorturl.at/00KuY,shorturl.at,True,False,False
malicious_site_292,malicious,292,https://sites.google.com/view/100-walmartgiftcardgiveaway/home,sites.google.com,False,False,False
malicious_site_293,malicious,293,https://sites.google.com/view/survewith25/home,sites.google.com,False,False,False
malicious_site_294,malicious,294,https://sites.google.com/view/vdgca/home,sites.google.com,False,False,False
malicious_site_295,malicious,295,https://smrturl.co/o/548107/53374876?s1=,smrturl.co,True,True,False
malicious_site_297,malicious,297,https://sites.google.com/view/dollargeneralcpl-us/home,sites.google.com,False,False,False
malicious_site_298,malicious,298,https://shorturl.at/DNTX8,shorturl.at,True,False,False
malicious_site_299,malicious,299,https://moden-offer.blogspot.com/,moden-offer.blogspot.com,False,False,False
malicious_site_3,malicious,3,https://sites.google.com/view/coffee-machine23/home,sites.google.com,False,False,False
malicious_site_30,malicious,30,https://proofferzonse.com/free_roblox/,proofferzonse.com,False,False,False
malicious_site_300,malicious,300,https://sites.google.com/view/chicken-fry-jh/home,sites.google.com,False,False,False
malicious_site_301,malicious,301,https://sites.google.com/view/gtvamz500/home,sites.google.com,False,False,False
malicious_site_302,malicious,302,https://azoncodesgenerator.blogspot.com/,azoncodesgenerator.blogspot.com,False,False,False
malicious_site_303,malicious,303,https://shorturl.at/IF2WG,shorturl.at,True,False,False
malicious_site_304,malicious,304,https://web-powerhouse-deal.myshoplaza.com/,web-powerhouse-deal.myshoplaza.com,False,False,False
malicious_site_305,malicious,305,https://sites.google.com/view/the-perfect-pick-gift-card/home,sites.google.com,False,False,False
malicious_site_306,malicious,306,https://sites.google.com/view/doordashcplus/home,sites.google.com,False,False,False
malicious_site_307,malicious,307,https://sites.google.com/view/prostavar-ultra---tr-/home,sites.google.com,False,False,False
malicious_site_308,malicious,308,https://sites.google.com/view/amazon-delights-await/home,sites.google.com,False,False,False
malicious_site_309,malicious,309,https://snapto.link/giveaway,snapto.link,False,False,False
malicious_site_31,malicious,31,https://getfreebiestoday.com/,getfreebiestoday.com,False,False,False
malicious_site_310,malicious,310,https://sites.google.com/view/matcha-slim-itd/home,sites.google.com,False,False,False
malicious_site_311,malicious,311,https://appverification.net/cl/i/q9516,appverification.net,False,False,False
malicious_site_312,malicious,312,https://zoneet.com/b/free-amazon-gift-cards.html,zoneet.com,False,False,False
malicious_site_314,malicious,314,https://shorturl.at/hiwCD,shorturl.at,True,False,False
malicious_site_315,malicious,315,https://sites.google.com/view/the-gift-everyone-loves/home,sites.google.com,False,False,False
malicious_site_316,malicious,316,https://sites.google.com/view/gaeve/home,sites.google.com,False,False,False
malicious_site_317,malicious,317,https://sites.google.com/view/begin-met/home,sites.google.com,False,False,False
malicious_site_318,malicious,318,https://www.igmbuy.com/en/product/1300699.html,www.igmbuy.com,False,False,False
malicious_site_319,malicious,319,https://jobs-hub-us-aamazon-jobs.blogspot.com/,jobs-hub-us-aamazon-jobs.blogspot.com,False,False,False
malicious_site_32,malicious,32,https://sites.google.com/view/samples-get-it-/home,sites.google.com,False,False,False
malicious_site_321,malicious,321,https://sites.google.com/view/bijte/home,sites.google.com,False,False,False
malicious_site_322,malicious,322,https://sites.google.com/view/pg-gms-sta/home,sites.google.com,False,False,False
malicious_site_324,malicious,324,https://sites.google.com/view/merrni-kete-/home,sites.google.com,False,False,False
malicious_site_325,malicious,325,https://shorturl.at/OTSVv,shorturl.at,True,False,False
malicious_site_326,malicious,326,https://sites.google.com/view/koli-gift-card/home,sites.google.com,False,False,False
malicious_site_327,malicious,327,https://sites.google.com/view/jsress00/home,sites.google.com,False,False,False
